Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,51.34000015258789,51.900001525878906,51.20000076293945,51.34000015258789,46.91437530517578,974700,RPM,1.045211777671783,1.0262008914712104,0.9618121886872046,1.0206479989635429,0.024563778708240225,-0.06405949725123561,-0.12748101030399828
2017-10-02,51.34000015258789,52.2599983215332,51.25,52.130001068115234,47.63628005981445,1116500,RPM,1.020300354792948,1.0519554452769615,0.9559748437745872,1.012478214064533,0.007822140728414917,-0.03675211048443816,-0.1331560347023466
2017-10-03,52.22999954223633,53.150001525878906,52.060001373291016,52.91999816894531,48.35816955566406,1480900,RPM,1.0016467873132693,1.028075925130656,0.9418953704735042,1.0113391723313174,-0.009692385018048144,-0.0618874498742461,-0.1399052717470679
2017-10-04,54.25,55.65999984741211,51.43000030517578,51.540000915527344,47.097129821777344,2767400,RPM,1.0329562951605469,1.0452558392318951,0.9851048457707332,1.0126829906128405,0.020273304547706372,-0.04322784778967126,-0.10485452082593083
2017-10-05,51.59999847412109,51.68999862670898,50.290000915527344,51.630001068115234,47.17938232421875,1711000,RPM,1.02608856940673,1.0309606597523633,0.989899894823587,1.0121464877707815,0.013942081635948567,-0.05183981593074938,-0.10802185394767216
2017-10-06,51.43999862670898,51.959999084472656,51.38999938964844,51.630001068115234,47.17938232421875,1007500,RPM,1.0173184510218156,1.044407845798183,0.9926626353353938,1.0081446760609294,0.009173774960886227,-0.050535377028853246,-0.1079104311003698
2017-10-09,51.560001373291016,51.619998931884766,51.150001525878906,51.33000183105469,46.90523147583008,637900,RPM,1.019931969331303,1.0446315344311226,0.97464444521254,1.0143616235707735,0.005570345760529394,-0.05908389052153007,-0.12383770096415692
2017-10-10,51.43999862670898,51.70000076293945,51.27999877929688,51.47999954223633,47.04230117797852,714100,RPM,1.004646421054023,1.0331323173792883,0.968835674951469,1.008797349947511,-0.004150928893488004,-0.05971835876465725,-0.12046163774248653
2017-10-11,51.459999084472656,51.61000061035156,51.150001525878906,51.5099983215332,47.06971740722656,1189500,RPM,1.0032799137437227,1.0315479059803985,0.971832015511088,1.0091988628593096,-0.00591894911558688,-0.06968430176230789,-0.11626503468190563
2017-10-12,51.5,52.18000030517578,51.459999084472656,51.84999847412109,47.38041305541992,1477700,RPM,1.0027168008092433,1.0220502555011717,0.9501313595412612,1.0112728774332036,-0.008556076623960296,-0.07663467032218096,-0.1259037414238683
2017-10-13,51.70000076293945,51.97999954223633,51.58000183105469,51.7599983215332,47.591896057128906,710900,RPM,0.9942039591437272,1.0299481481540855,0.9554955021389188,1.0098252549340065,-0.015621295790279377,-0.07830135023318952,-0.12139510170469825
2017-10-16,51.81999969482422,51.93999862670898,51.470001220703125,51.72999954223633,47.56429672241211,672900,RPM,0.9860817832178908,1.028211693364863,0.9576160135443204,1.0047827275420922,-0.01870094432420144,-0.08685007177684456,-0.1279779838158861
2017-10-17,51.70000076293945,51.93000030517578,51.59000015258789,51.63999938964844,47.48154830932617,455600,RPM,0.9994190569408556,1.0344847671363138,0.959480928862956,1.016827126331923,-0.017408069391067427,-0.08651100303300252,-0.12745735745184428
2017-10-18,51.619998931884766,51.90999984741211,51.5,51.790000915527344,47.61946868896485,1683700,RPM,1.0015447212956847,1.0398414407636272,0.944383865044406,1.016900814218988,-0.0153560929233032,-0.07674228333367927,-0.1316114793802493
2017-10-19,51.619998931884766,52.060001373291016,51.47999954223633,51.91999816894531,47.73900604248047,712700,RPM,1.003081626792102,1.0349123983758353,0.9435794207900056,1.0195478153138224,-0.016466188521720326,-0.08163850396336625,-0.1342541205278186
