Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,70.36000061035156,70.95999908447266,69.95999908447266,70.27999877929688,58.40059280395508,2062000,WELL,0.952760548853594,0.904546922749572,0.7905435006611965,1.0206479989635429,-0.0678874501099489,-0.18571346597287397,-0.2987496983300064
2017-10-02,70.87000274658203,70.87000274658203,69.48999786376953,69.55000305175781,57.79399490356445,1777700,WELL,0.963623280229386,0.9083609229067924,0.7773865143304619,1.012478214064533,-0.04885493383514694,-0.18034663285460728,-0.3117443641464719
2017-10-03,69.5999984741211,70.19999694824219,69.20999908447266,69.44000244140625,57.702579498291016,1546600,WELL,0.9752304995542556,0.9130091558558108,0.7799520506717237,1.0113391723313174,-0.03610867277706187,-0.17695421914909126,-0.30184859154884847
2017-10-04,68.9800033569336,68.9800033569336,68.0,68.62999725341797,57.02949523925781,3287100,WELL,0.9930060588871928,0.9057785516196052,0.7878076433751574,1.0126829906128405,-0.01967693172564766,-0.1827051354019612,-0.30215172322150663
2017-10-05,68.88999938964844,69.18000030517578,68.41000366210938,68.5199966430664,56.938087463378906,2052800,WELL,1.005243877486621,0.8974759308904248,0.8016880367906211,1.0121464877707815,-0.006902610284160504,-0.1853245447926879,-0.2962337119806381
2017-10-06,68.30000305175781,68.38999938964844,67.45999908447266,68.3499984741211,56.79682159423828,2905100,WELL,1.016487802427385,0.8917054303239463,0.7955518140773699,1.0081446760609294,0.008343126366455511,-0.20323779250308982,-0.3050212523583937
2017-10-09,68.4000015258789,68.81999969482422,68.18000030517578,68.25,56.7137336730957,1268500,WELL,1.0203516944891646,0.8780218689978889,0.7828455525986293,1.0143616235707735,0.005990070918391099,-0.2256935559547637,-0.3156365935780676
2017-10-10,68.43000030517578,68.72000122070312,67.61000061035156,68.01000213623047,56.51430130004883,2688900,WELL,1.0169522746885988,0.8826096186369317,0.7744111412272184,1.008797349947511,0.008154924741087921,-0.21024105750701394,-0.31488617146673714
2017-10-11,67.97000122070312,68.30000305175781,67.73999786376953,67.94000244140625,56.45612716674805,1988400,WELL,1.01561470941682,0.8961918993272471,0.7676357558818173,1.0091988628593096,0.006415846557510374,-0.20504030841545928,-0.3204612943111763
2017-10-12,67.83999633789062,68.01000213623047,67.08999633789062,68.01000213623047,56.51430130004883,1382300,WELL,1.0175479593665426,0.8830565340196701,0.7719903326957989,1.0112728774332036,0.006275081933339033,-0.21562839180368254,-0.3040447682693306
2017-10-13,68.3499984741211,68.55999755859375,67.83999633789062,68.19999694824219,56.67217254638672,1923900,WELL,1.0112972502519135,0.8805966100508404,0.7622951790725396,1.0098252549340065,0.0014719953179069822,-0.2276528883364346,-0.3145954247710774
2017-10-16,68.25,68.43000030517578,67.76000213623047,68.06999969482422,56.56415557861328,1274900,WELL,1.0080203917546549,0.8828735238860331,0.7560407862069172,1.0047827275420922,0.003237664212562663,-0.2321882412556745,-0.3295532111532893
2017-10-17,67.75,68.29000091552734,67.62999725341797,68.19000244140625,56.663875579833984,1273400,WELL,1.009217323573062,0.8960257087355372,0.7980220269225422,1.016827126331923,-0.0076098027588611394,-0.22497006143377907,-0.28891625939225807
2017-10-18,68.19000244140625,68.51000213623047,67.83000183105469,68.30999755859375,56.76358795166016,1268900,WELL,1.0077410072986754,0.8977140413248876,0.8050562242502368,1.016900814218988,-0.009159806920312485,-0.2188696827724188,-0.27093912017441846
2017-10-19,68.31999969482422,68.6500015258789,67.9800033569336,68.18000030517578,56.65556716918945,1221100,WELL,1.009216722662805,0.9038826435671572,0.8280239513862081,1.0195478153138224,-0.010331092651017393,-0.21266825877204432,-0.24980958993161606
2017-10-20,68.20999908447266,68.20999908447266,67.75,68.16999816894531,56.64725112915039,1530000,WELL,1.014713997965082,0.9003005238409273,0.8310137748567533,1.0187296628598663,-0.004015664894784221,-0.21662500193661727,-0.2344602343677108
2017-10-23,68.3499984741211,68.38999938964844,67.37000274658203,67.48999786376953,56.08219528198242,1339300,WELL,1.0231368521449793,0.8933123723651782,0.8460955061319471,1.0231439317955078,-7.0796505284853595e-06,-0.22092578059950385,-0.22236164573364148
2017-10-24,67.5199966430664,67.63999938964844,66.55999755859375,66.8499984741211,55.55036926269531,1657600,WELL,1.0342957202334044,0.8868639043177279,0.8648175041731344,1.0231766620252993,0.011119058208105104,-0.21392897952866663,-0.2145633161247188
2017-10-25,66.37000274658203,66.76000213623047,65.4000015258789,66.19999694824219,55.01023483276367,1557500,WELL,1.0323636258483782,0.9176053872365808,0.8796247285914467,1.028738706809164,0.003624919039214136,-0.1906084343179848,-0.21419653369385783
