Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,65.20999908447266,65.68000030517578,64.91999816894531,65.12999725341797,53.13664627075195,1561300,VTR,0.963457789763891,0.9124350396243126,0.7744315587984683,1.0206479989635429,-0.0571902091996519,-0.1778253490981334,-0.31486164019273466
2017-10-02,65.2699966430664,65.41999816894531,63.86000061035156,63.88999938964844,52.124996185302734,1978200,VTR,0.9871652717253886,0.9253859065130152,0.7789894875351785,1.012478214064533,-0.025312942339144384,-0.16332164924838444,-0.3101413909417553
2017-10-03,63.91999816894531,64.26000213623047,63.36000061035156,63.68000030517578,51.95365905761719,2214700,VTR,1.0025126034007523,0.930028914763858,0.7846299453571172,1.0113391723313174,-0.008826568930565104,-0.15993446024104407,-0.297170696863455
2017-10-04,63.7400016784668,63.86000061035156,63.380001068115234,63.650001525878906,51.9291877746582,2434000,VTR,1.007069898644119,0.9183685357849248,0.7872637217938099,1.0126829906128405,-0.005613091968721395,-0.17011515123664156,-0.30269564480285416
2017-10-05,63.84000015258789,64.0,63.2400016784668,63.310001373291016,51.65180206298828,1747100,VTR,1.0123201191118898,0.9096967476870744,0.7940930015117934,1.0121464877707815,0.00017363134110826017,-0.17310372799603824,-0.30382874725946574
2017-10-06,62.83000183105469,63.41999816894531,62.45000076293945,63.34000015258789,51.67626953125,1815700,VTR,1.0156300197008492,0.8995078035678853,0.7899791121389359,1.0081446760609294,0.007485343639919817,-0.19543541925915087,-0.3105939542968277
2017-10-09,63.459999084472656,63.70000076293945,63.150001525878906,63.310001373291016,51.65180206298828,1072600,VTR,1.0211657721704464,0.877527674976976,0.7771835148790159,1.0143616235707735,0.006804148599672821,-0.2261877499756766,-0.321298631297681
2017-10-10,63.400001525878906,63.70000076293945,62.869998931884766,63.2599983215332,51.61100387573242,2082700,VTR,1.0245020608647095,0.8732561366760005,0.7649430153261222,1.008797349947511,0.015704710917198605,-0.21959453946794505,-0.3243542973678334
2017-10-11,63.16999816894531,63.58000183105469,62.90999984741211,63.04999923706055,51.43967819213867,1719600,VTR,1.029500386477822,0.8835568981897354,0.7666744063581257,1.0091988628593096,0.02030152361851245,-0.21767530955297099,-0.32142264383486796
2017-10-12,63.02999877929688,63.150001525878906,62.369998931884766,63.08000183105469,51.46415328979492,1933100,VTR,1.0366201396647652,0.8734990292430839,0.7730004679409317,1.0112728774332036,0.025347262231561585,-0.22518589658026877,-0.30303463302419775
2017-10-13,63.290000915527344,63.52000045776367,62.68999862670898,63.36000061035156,51.69258499145508,1851100,VTR,1.0265152848508006,0.871078166684267,0.7694219004330415,1.0098252549340065,0.016690029916794025,-0.23717133170300808,-0.30746870341057553
2017-10-16,63.41999816894531,63.540000915527344,62.900001525878906,63.13999938964844,51.51309967041016,1486100,VTR,1.019638769684201,0.8744342539349887,0.7738962592149645,1.0047827275420922,0.014856042142108894,-0.24062751120671888,-0.31169773814524193
2017-10-17,63.0,63.2599983215332,62.58000183105469,63.20000076293945,51.56205749511719,1684800,VTR,1.0207276429633183,0.8970112788018126,0.840265334308326,1.016827126331923,0.0039005166313952344,-0.22398449136750365,-0.24667295200647432
2017-10-18,63.150001525878906,63.470001220703125,62.7599983215332,63.310001373291016,51.65180206298828,1214300,VTR,1.017216941243895,0.8944924783293612,0.8360411692285422,1.016900814218988,0.00031612702490702027,-0.22209124576794526,-0.23995417519611306
2017-10-19,63.34999847412109,63.59999847412109,63.0,63.02000045776367,51.41519546508789,918500,VTR,1.0195176872850462,0.9069693731017936,0.856059328462994,1.0195478153138224,-3.0128028776221782e-05,-0.20958152923740792,-0.22177421285483012
