Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,53.02000045776367,53.31999969482422,52.79999923706055,53.02000045776367,47.87277221679688,2746300,BK,0.9748757725370448,1.0362674069847866,0.9694284899231526,1.0206479989635429,-0.04577222642649803,-0.05399298173765943,-0.11986470906805036
2017-10-02,52.90999984741211,53.66999816894531,52.86000061035156,53.650001525878906,48.44161224365234,2280900,BK,0.96717319708398,1.026720497991996,0.9779763688787132,1.012478214064533,-0.045305016980553,-0.06198705776940372,-0.1111545095982206
2017-10-03,53.959999084472656,53.959999084472656,53.45000076293945,53.79999923706055,48.57704162597656,1857200,BK,0.9598084839385024,1.028152735394034,0.9669993670577924,1.0113391723313174,-0.05153068839281505,-0.06181063961086797,-0.11480127516277971
2017-10-04,53.650001525878906,54.06999969482422,53.59000015258789,53.79999923706055,48.57704162597656,1905100,BK,0.9585012933694984,1.0374894182428709,0.9748750213991006,1.0126829906128405,-0.0541816972433421,-0.050994268778695506,-0.11508434519756339
2017-10-05,53.79999923706055,54.56999969482422,53.72999954223633,54.43000030517578,49.1458854675293,2561900,BK,0.9477761092092948,1.0575963501274013,0.9672980499792794,1.0121464877707815,-0.06437037856148675,-0.025204125555711387,-0.13062369879197977
2017-10-06,54.619998931884766,54.810001373291016,54.040000915527344,54.470001220703125,49.1820068359375,2412400,BK,0.9419158089248174,1.0665947762342425,0.9678839330700744,1.0081446760609294,-0.06622886713611198,-0.028348446592793675,-0.13268913336568922
2017-10-09,54.54999923706055,54.63999938964844,54.150001525878906,54.33000183105469,49.05559158325195,1732400,BK,0.9471165147921452,1.0802530150753182,1.025711705990896,1.0143616235707735,-0.06724510877862833,-0.02346240987733439,-0.07277044018580092
2017-10-10,54.369998931884766,54.72999954223633,54.27999877929688,54.65999984741211,49.353553771972656,3179500,BK,0.9340468944416712,1.0575574339192833,1.022841318938442,1.008797349947511,-0.0747504555058397,-0.03529324222466235,-0.06645599375551359
2017-10-11,54.619998931884766,54.93999862670898,54.34999847412109,54.880001068115234,49.55220031738281,2657700,BK,0.9323162644694164,1.0597248828543475,1.0244393067428537,1.0091988628593096,-0.0768825983898932,-0.04150732488835884,-0.06365774345013997
2017-10-12,54.95000076293945,55.290000915527344,54.65999984741211,54.7400016784668,49.42579650878906,3103600,BK,0.9363523483955298,1.0158191807837136,1.0207934504189191,1.0112728774332036,-0.07492052903767377,-0.08286574503963906,-0.05524165054621033
2017-10-13,54.56999969482422,55.09000015258789,54.33000183105469,54.66999816894531,49.36259078979492,3156300,BK,0.9528034041758696,1.0402739328198751,1.0222850552935925,1.0098252549340065,-0.05702185075813693,-0.06797556556739992,-0.05460554855002453
2017-10-16,54.77999877929688,54.970001220703125,54.470001220703125,54.709999084472656,49.39870071411133,2384400,BK,0.953759556396184,1.0598961834494465,1.0222752518557947,1.0047827275420922,-0.05102317114590815,-0.055165581692261156,-0.06331874550441174
