Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,31.84000015258789,31.959999084472656,31.549999237060547,31.90999984741211,23.200082778930664,2013000.0,OHI,0.9233214878088384,0.8686131692909743,0.8616956022205733,1.0206479989635429,-0.09732651115470448,-0.2216472194314717,-0.22759759677062963
2017-10-02,31.75,31.81999969482422,31.40999984741211,31.479999542236328,22.887451171875,1773100.0,OHI,0.9099893696598292,0.8743162281192998,0.8585093889671135,1.012478214064533,-0.10248884440470374,-0.2143913276420999,-0.2306214895098203
2017-10-03,31.479999542236328,31.84000015258789,31.34000015258789,31.700000762939453,23.047401428222656,1442000.0,OHI,0.8978770678238612,0.8753334719248006,0.8509010983263425,1.0113391723313174,-0.1134621045074562,-0.21462990308010144,-0.23089954389422962
2017-10-04,31.709999084472656,31.770000457763672,31.5,31.6200008392334,22.989242553710938,1471700.0,OHI,0.9166147569763636,0.8626960759260943,0.8639731040877512,1.0126829906128405,-0.09606823363647687,-0.22578761109547207,-0.22598626250891285
2017-10-05,31.6299991607666,31.71999931335449,31.420000076293945,31.59000015258789,22.96742820739746,1645800.0,OHI,0.9084365156736092,0.8599606014077761,0.8747301322662279,1.0121464877707815,-0.10370997209717236,-0.22283987427533658,-0.22319161650503128
2017-10-06,31.46999931335449,31.56999969482422,31.1299991607666,31.14999961853028,22.64752578735352,1873100.0,OHI,0.92159603821043,0.8717801658875581,0.8837269469840638,1.0081446760609294,-0.08654863785049938,-0.22316305693947802,-0.21684611945169974
2017-10-09,31.299999237060547,31.559999465942383,31.25,31.280000686645508,22.742042541503903,1344500.0,OHI,0.9203769400958453,0.8524908205559163,0.8670090192546075,1.0143616235707735,-0.09398468347492828,-0.25122460439673633,-0.23147312692208943
2017-10-10,31.350000381469727,31.549999237060547,31.100000381469727,31.25,22.72023200988769,1465700.0,OHI,0.91668682150564,0.8529826153495503,0.8490917310313304,1.008797349947511,-0.09211052844187095,-0.23986806079439527,-0.24020558166262518
2017-10-11,31.299999237060547,31.559999465942383,31.299999237060547,31.39999961853028,22.829288482666016,1706100.0,OHI,0.9119827669899262,0.8658145518109014,0.8460351561292467,1.0091988628593096,-0.0972160958693834,-0.23541765593180497,-0.2420618940637469
2017-10-12,31.420000076293945,31.530000686645508,31.239999771118164,31.40999984741211,22.836559295654297,1039900.0,OHI,0.915592535630782,0.855463247354408,0.8510955627083554,1.0112728774332036,-0.09568034180242158,-0.2432216784689446,-0.22493953825677404
2017-10-13,31.61000061035156,31.8700008392334,31.459999084472656,31.690000534057617,23.040132522583008,2670300.0,OHI,0.9129795404094402,0.8537034760483838,0.8432454045704082,1.0098252549340065,-0.09684571452456636,-0.25454602233889123,-0.23364519927320881
