Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days
2016-05-12,25.63999938964844,26.96999931335449,25.489999771118164,26.670000076293945,26.670000076293945,6437000,SITE,1.0476190646468175,1.4390701521680875,1.324709476190003
2016-05-13,26.90999984741211,28.200000762939453,26.600000381469727,28.200000762939453,28.200000762939453,884100,SITE,1.0056737533008289,1.282978699515628,1.2414892685940446
2016-05-16,28.51000022888184,29.149999618530277,27.690000534057617,28.700000762939453,28.700000762939453,313600,SITE,0.9825783976756665,1.3034842805899836,1.1989546666439823
2016-05-17,28.399999618530277,28.530000686645508,27.34000015258789,27.959999084472656,27.959999084472656,157100,SITE,0.9760372606980023,1.3673104718900735,1.2868383662507883
2016-05-18,28.25,29.420000076293945,27.84499931335449,29.280000686645508,29.280000686645508,232500,SITE,1.000341537863638,1.3575819353764502,1.2209699167222163
2016-05-19,29.780000686645508,29.989999771118164,28.4950008392334,28.520000457763672,28.520000457763672,135000,SITE,1.081346411556339,1.4221599131233476,1.248246770782576
2016-05-20,28.600000381469727,29.040000915527344,28.274999618530277,29.0,29.0,115000,SITE,1.0889655146105535,1.3682758725922683,1.2093103343042835
2016-05-23,29.049999237060547,29.88500022888184,28.729999542236328,29.149999618530277,29.149999618530277,291500,SITE,1.1567753571862058,1.3313894298859614,1.1574614792453966
2016-05-24,29.170000076293945,29.5,28.899999618530277,28.940000534057617,28.940000534057617,177000,SITE,1.1630960340791918,1.3234277308318552,1.1575673594261346
2016-05-25,28.75,29.0,28.36000061035156,28.36000061035156,28.36000061035156,107600,SITE,1.1632581441632714,1.3533145360408179,1.1389280162875197
2016-05-26,28.1299991607666,28.920000076293945,27.690000534057617,27.729999542236328,27.729999542236328,233500,SITE,1.2545979621289836,1.3797331032500864,1.1561486441591728
2016-05-27,27.780000686645508,28.299999237060547,27.5,27.920000076293945,27.920000076293945,101600,SITE,1.2170486908804756,1.3696275635376973,1.1883954231557452
2016-05-31,27.75,28.549999237060547,27.450000762939453,28.1299991607666,28.1299991607666,125200,SITE,1.2083186168691125,1.3487379935519,1.1532171914158325
2016-06-01,28.0,28.280000686645508,27.899999618530277,28.0,28.0,66200,SITE,1.2560713631766183,1.3553571701049805,1.1792857306344169
2016-06-02,27.8700008392334,29.049999237060547,27.71999931335449,28.0,28.0,211200,SITE,1.283928598676409,1.3628571374075753,1.1967856543404716
2016-06-03,28.0,28.46999931335449,27.56999969482422,28.11000061035156,28.11000061035156,181500,SITE,1.2614727255258205,1.3881180935796382,1.188544970543644
2016-06-06,29.11000061035156,29.11000061035156,28.229999542236328,28.32999992370605,28.32999992370605,267900,SITE,1.227673804199116,1.4186374421088044,1.1577832448073562
2016-06-07,28.229999542236328,28.84000015258789,28.20499992370605,28.459999084472656,28.459999084472656,131500,SITE,1.2909347456202689,1.2832045549041649,1.1321153287837549
2016-06-08,28.36000061035156,28.68000030517578,28.309999465942383,28.43000030517578,28.43000030517578,111800,SITE,1.2958142721469137,1.2915934163397853,1.1157227918699584
2016-06-09,28.280000686645508,28.559999465942383,27.96999931335449,28.350000381469727,28.350000381469727,196300,SITE,1.3181657294195572,1.3393298310331336,1.1700175563534052
2016-06-10,28.270000457763672,28.489999771118164,27.96999931335449,28.149999618530277,28.149999618530277,151900,SITE,1.3154529051901362,1.3552398594267099,1.1960923135068673
2016-06-13,28.1299991607666,28.40999984741211,27.604999542236328,28.26000022888184,28.26000022888184,247200,SITE,1.2597310044512224,1.38711961944278,1.2388534337573303
2016-06-14,28.11000061035156,28.440000534057617,27.280000686645508,27.940000534057617,27.940000534057617,160100,SITE,1.3035074256548762,1.4141015592813706,1.2655690742471282
2016-06-15,27.90999984741211,28.459999084472656,27.82200050354004,28.36000061035156,28.36000061035156,180900,SITE,1.3508462816925204,1.4188998876036332,1.2415373175845705
2016-06-16,28.190000534057617,28.549999237060547,27.75,28.200000762939453,28.200000762939453,138300,SITE,1.3425531768108077,1.3783687191586131,1.250709202253485
2016-06-17,28.229999542236328,28.36000061035156,27.15999984741211,27.290000915527344,27.290000915527344,428400,SITE,1.3657016931999424,1.4221326519343966,1.2825210269628777
2016-06-20,27.899999618530277,29.3799991607666,27.5049991607666,29.290000915527344,29.290000915527344,315000,SITE,1.2738135953253615,1.2707408691466409,1.212017715615044
2016-06-21,29.229999542236328,30.989999771118164,28.709999084472656,30.84000015258789,30.84000015258789,560300,SITE,1.2055771764338294,1.2003891139623486,1.1319714550806412
2016-06-22,29.93000030517578,31.68000030517578,29.57999992370605,31.57999992370605,31.57999992370605,797900,SITE,1.2435085672145614,1.1510449196307426,1.1092463224802298
2016-06-23,32.0,33.900001525878906,31.44499969482422,33.720001220703125,33.720001220703125,497800,SITE,1.1553973212952413,1.07087779665266,1.0299524995542733
2016-06-24,32.689998626708984,35.0,32.380001068115234,33.65999984741211,33.65999984741211,1620300,SITE,1.151515106869889,1.0668449200891184,1.0612002787471608
2016-06-27,33.47999954223633,34.2400016784668,32.779998779296875,32.9900016784668,32.9900016784668,333200,SITE,1.1800545112001657,1.0815398147877269,1.1145801329790217
2016-06-28,33.599998474121094,35.0,33.56999969482422,34.790000915527344,34.790000915527344,214100,SITE,1.1164127372946682,1.032768018385985,1.0477148549504989
2016-06-29,35.02000045776367,35.290000915527344,33.18000030517578,33.97999954223633,33.97999954223633,231600,SITE,1.140082466167014,1.0647439903642408,1.0741612858067102
2016-06-30,33.779998779296875,34.369998931884766,33.36100006103516,33.9900016784668,33.9900016784668,205400,SITE,1.118858396626367,1.08414229639377,1.0756104609565922
2016-07-01,34.0,35.900001525878906,34.0,35.16999816894531,35.16999816894531,200100,SITE,1.0926927013351115,1.0403753783785075,1.03952241332708
2016-07-05,35.0099983215332,36.18999862670898,34.41999816894531,35.95000076293945,35.95000076293945,196000,SITE,1.0403338173064587,1.0055633034407507,1.026147388226985
2016-07-06,35.849998474121094,37.88999938964844,35.25600051879883,35.459999084472656,35.459999084472656,514800,SITE,1.0597857529982382,1.0222786501952639,1.0259447830624855
2016-07-07,35.849998474121094,35.849998474121094,34.40999984741211,34.779998779296875,34.779998779296875,274700,SITE,1.059516957086738,1.0537666133471852,1.0373778923917516
2016-07-08,34.939998626708984,36.900001525878906,34.939998626708984,36.7400016784668,36.7400016784668,153600,SITE,1.011431631729932,0.9804027983720774,0.9863908552760614
2016-07-11,36.75,37.58000183105469,36.54999923706055,36.84000015258789,36.84000015258789,136500,SITE,1.0271444081394705,0.9869706965187781,0.9921280967881057
2016-07-12,36.970001220703125,37.77000045776367,36.91999816894531,37.369998931884766,37.369998931884766,188000,SITE,1.025956683126247,0.9261440085517818,0.9860850823487713
2016-07-13,37.5099983215332,37.560001373291016,36.83000183105469,37.02999877929688,37.02999877929688,132400,SITE,1.0442883997761658,0.9392384533034887,1.0062111679670083
2016-07-14,37.2400016784668,37.4900016784668,35.380001068115234,35.599998474121094,35.599998474121094,191900,SITE,1.0811798687701222,0.945786505957893,1.041853981526149
2016-07-15,35.790000915527344,36.79999923706055,35.75,36.41999816894531,36.41999816894531,105100,SITE,1.0538166666038216,0.8893465408591595,1.026359224256867
2016-07-18,36.2400016784668,38.5,36.220001220703125,38.310001373291016,38.310001373291016,161900,SITE,0.9444009138146304,0.8436439189834405,0.9872095624927746
2016-07-19,38.0099983215332,38.380001068115234,37.57099914550781,37.86000061035156,37.86000061035156,112400,SITE,0.9881140846358989,0.8441626669106354,0.9986793651279848
2016-07-20,37.81999969482422,38.43999862670898,37.15999984741211,37.27000045776367,37.27000045776367,154200,SITE,1.0257579574102924,0.8518915913612819,1.015025526332516
2016-07-21,37.27999877929688,37.380001068115234,36.75,37.310001373291016,37.310001373291016,155800,SITE,1.0653979774028017,0.8608951420430233,1.0190297254982392
2016-07-22,37.20000076293945,37.59000015258789,36.68999862670898,37.18000030517578,37.18000030517578,148200,SITE,1.0909091188911235,0.8536847635985543,1.0333512063903052
2016-07-25,37.25,40.54999923706055,37.25,39.27000045776367,39.27000045776367,519900,SITE,1.0104405358449913,0.7955181921812793,0.9696970050206933
2016-07-26,39.4900016784668,40.29899978637695,38.720001220703125,38.959999084472656,38.959999084472656,265400,SITE,0.9961499559880271,0.7787474554813265,0.9784394206281521
2016-07-27,38.869998931884766,39.13999938964844,38.59999847412109,38.7599983215332,38.7599983215332,221900,SITE,0.988132118049729,0.7938596953103925,0.9847781171791198
2016-07-28,38.880001068115234,39.150001525878906,38.58000183105469,38.93000030517578,38.93000030517578,66600,SITE,0.9858720977973529,0.8009247382674788,0.9807346520904012
2016-07-29,39.06999969482422,40.52000045776367,38.25,38.84000015258789,38.84000015258789,199300,SITE,0.9850668942127684,0.7855303838573485,0.9894438762666999
2016-08-01,38.900001525878906,39.08000183105469,37.619998931884766,38.7400016784668,38.7400016784668,114300,SITE,0.9870934440284777,0.7816210473598485,0.9814145278908615
2016-08-02,38.97999954223633,38.97999954223633,37.775001525878906,38.02999877929688,38.02999877929688,110600,SITE,0.9976334431901981,0.7883250198408398,0.9984223623318542
2016-08-03,37.95000076293945,39.400001525878906,37.95000076293945,38.43000030517578,38.43000030517578,108900,SITE,0.9875097700123702,0.7759562700499911,1.0075462116373777
2016-08-04,38.38999938964844,38.62200164794922,37.18000030517578,37.400001525878906,37.400001525878906,108800,SITE,1.0203208099071153,0.815775373906615,1.0315508090115793
2016-08-05,37.5,37.999000549316406,37.29100036621094,37.58000183105469,37.58000183105469,134700,SITE,1.0383182159804747,0.7959020327320905,1.0340606364270886
2016-08-08,37.4900016784668,37.4900016784668,36.10499954223633,36.84999847412109,36.84999847412109,207900,SITE,1.0906377283823634,0.8767979026099986,1.0472185006924428
2016-08-09,37.0,37.459999084472656,35.93000030517578,37.15999984741211,37.15999984741211,105200,SITE,0.9827771961174265,0.8248116185249339,1.045748136973091
2016-08-10,37.29999923706055,38.06999969482422,36.38999938964844,37.84000015258789,37.84000015258789,80400,SITE,0.9704017196784243,0.8464587381114567,1.0235200683419545
2016-08-11,37.84000015258789,38.43000030517578,37.59000015258789,38.34000015258789,38.34000015258789,46600,SITE,0.9903495323314496,0.8946269979277857,1.026604080691294
2016-08-12,38.41999816894531,39.025001525878906,38.31999969482422,38.66999816894531,38.66999816894531,130700,SITE,0.9865529695451603,0.9113008364910387,1.0209465066368042
2016-08-15,38.880001068115234,39.47999954223633,38.220001220703125,38.4900016784668,38.4900016784668,191000,SITE,1.018446325110707,0.9017926103103067,1.0270199286951944
