Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,164.67999267578125,171.0,164.4199981689453,168.60000610351562,168.60000610351562,570000,ABMD,1.144246685557638,1.1817911790445972,1.7580070175946685,1.0206479989635429,0.12359868659409523,0.09153079032215117,0.6687138186034656
2017-10-02,168.92999267578125,171.38999938964844,168.6999969482422,169.86000061035156,169.86000061035156,360800,ABMD,1.112033431713865,1.1910985905877185,1.7481455397057748,1.012478214064533,0.09955521764933195,0.10239103482631884,0.659014661228841
2017-10-03,170.1199951171875,170.8300018310547,167.8300018310547,168.77999877929688,168.77999877929688,334400,ABMD,1.1260220667513714,1.2311885564324774,1.7581466547016833,1.0113391723313174,0.11468289442005397,0.14122518142757534,0.6763460124811111
2017-10-04,169.74000549316406,171.9499969482422,168.7100067138672,171.8000030517578,171.8000030517578,250500,ABMD,1.1344586171966906,1.220954544707674,1.7247962867320037,1.0126829906128405,0.1217756265838501,0.13247085768610756,0.6348369201353397
2017-10-05,172.30999755859375,174.13999938964844,170.75,173.64999389648438,173.64999389648438,278200,ABMD,1.1318745174786733,1.1986179482028898,1.75312411964297,1.0121464877707815,0.11972802970789176,0.11581747251977714,0.655202370871711
2017-10-06,173.3699951171875,175.60000610351562,173.10000610351562,174.8800048828125,174.8800048828125,208400,ABMD,1.1276875640872612,1.2016810843372654,1.7590919275703136,1.0081446760609294,0.11954288802633184,0.10673786151022924,0.65851886113455
2017-10-09,175.58999633789062,175.72000122070312,173.6300048828125,173.99000549316406,173.99000549316406,219500,ABMD,1.1320765273982472,1.2363353860506838,1.76130813570824,1.0143616235707735,0.11771490382747363,0.1326199610980312,0.6628259895315431
2017-10-10,173.8699951171875,173.8699951171875,171.49000549316406,172.17999267578125,172.17999267578125,293700,ABMD,1.1356719805090183,1.2666395958591947,1.7767454201475577,1.008797349947511,0.12687463056150738,0.17378891971524912,0.6874481074536021
2017-10-11,172.38999938964844,172.92999267578125,171.66000366210938,172.66000366210938,172.66000366210938,284100,ABMD,1.130603513109426,1.2981003135006786,1.752866833530026,1.0091988628593096,0.12140465025011649,0.1968681057579722,0.6647697833370323
2017-10-12,173.58999633789062,173.60000610351562,170.60000610351562,173.0,173.0,364100,ABMD,1.1279191033688585,1.3057225398245575,1.68167625824151,1.0112728774332036,0.11664622593565488,0.2070376140012049,0.6056411572763805
2017-10-13,172.60000610351562,175.47999572753906,172.1199951171875,173.85000610351562,173.85000610351562,141200,ABMD,1.1144664549774896,1.3131434298035167,1.6865113713740738,1.0098252549340065,0.1046412000434831,0.20489393141624168,0.6096207675304568
2017-10-16,171.66000366210938,172.9199981689453,170.10000610351562,170.5500030517578,170.5500030517578,295800,ABMD,1.1322779076805256,1.3379067053228615,1.7790090778833452,1.0047827275420922,0.12749518013843342,0.22284494018115386,0.6934150805231387
2017-10-17,171.0,172.63999938964844,170.94000244140625,172.47000122070312,172.47000122070312,167900,ABMD,1.1301095975101816,1.3351307626988034,1.7495215869352845,1.016827126331923,0.11328247117825851,0.2141349925294871,0.6625833006204842
2017-10-18,172.97000122070312,173.75,171.91000366210938,172.9499969482422,172.9499969482422,174600,ABMD,1.123561785215711,1.3469210815768669,1.740098395590576,1.016900814218988,0.106660970996723,0.2303373574795604,0.6641030511659207
2017-10-19,173.0,173.3699951171875,170.57000732421875,172.2100067138672,172.2100067138672,225800,ABMD,1.135764408062942,1.372278021664981,1.8030311125642449,1.0195478153138224,0.11621659274911966,0.2557271193257795,0.7251975712464207
2017-10-20,173.39999389648438,175.7899932861328,172.27000427246094,174.6199951171875,174.6199951171875,209600,ABMD,1.142938995600799,1.368056385692425,1.7302715788399334,1.0187296628598663,0.1242093327409326,0.2511308599148805,0.6647975696154693
