Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2019-07-25,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,100,DKNG,1.015306083225599,1.0959183226620748,1.2010204314986943,0.9521359277988415,0.06317015542675741,0.09061970923913698,0.1313595581100493
2019-07-26,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,DKNG,1.015306083225599,1.0897959282973166,1.249999975671574,0.9388045673908064,0.07650151583479248,0.09024394381773526,0.1717073160705429
2019-08-07,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,150000,DKNG,1.0168032329558567,1.090163944037298,1.2551229213857746,1.025769842013649,-0.00896660905779223,0.021655232017653958,0.09561940163698934
2019-08-13,9.770000457763672,9.779999732971191,9.770000457763672,9.779999732971191,9.779999732971191,320000,DKNG,1.009202469841024,1.094069540021802,1.2893660532694404,1.0342019941112954,-0.02499952427027141,0.0307889679470994,0.1437546255268034
2019-08-16,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,DKNG,1.009202469841024,1.0920246008975265,1.3323108475190766,1.0482526337704505,-0.03905016392942651,0.006808563881936847,0.2586909081206046
2019-08-20,9.84000015258789,9.850000381469728,9.84000015258789,9.850000381469728,9.850000381469728,1000,DKNG,1.0,1.0842639483819194,1.4974618709404697,1.0382631425000666,-0.03826314250006657,0.009806180488442395,0.4794811667434511
2019-08-21,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,DKNG,1.008121819351048,1.096446677408492,1.4730964128873243,1.030135969977335,-0.022014150626286977,0.02740752824593229,0.42980171175537873
2019-08-27,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,99100,DKNG,1.003147125122259,1.1065989031874406,1.4467004515865556,1.0403451871546723,-0.03719806203241327,-0.0040854127095282244,0.4240054650367533
2019-08-28,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,97400,DKNG,1.0233502064293332,1.143147187086882,1.4974618709404697,1.0376918441745164,-0.014341637745183267,0.051921974046483355,0.572557228804043
2019-09-18,9.850000381469728,9.920000076293944,9.850000381469728,9.899999618530272,9.899999618530272,88800,DKNG,1.0181818497082435,1.23737378505259,1.564646501816509,0.9867204398181848,0.031461409890058745,0.16817665255968617,0.7761642773659385
