Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,80.86000061035156,81.05000305175781,80.37999725341797,80.91000366210938,75.45758819580078,1985400,AWK,1.0846620912428313,1.087810707316819,1.0211717915302925,1.0206479989635429,0.06401409227928845,-0.002449681405626958,-0.06812140746091044
2017-10-02,81.18000030517578,81.91000366210938,80.88999938964844,81.7699966430664,76.25965118408203,885400,AWK,1.0665279042929796,1.0658038788435402,0.996104448949803,1.012478214064533,0.054049690228446634,-0.02290367691785944,-0.0930264295271308
2017-10-03,81.66999816894531,81.76000213623047,80.9000015258789,81.75,76.24098205566406,606100,AWK,1.094189486341418,1.075281260250866,0.9989426659987364,1.0113391723313174,0.08285031401010068,-0.014682114754036135,-0.08285797622183577
2017-10-04,81.76000213623047,82.61000061035156,81.4000015258789,82.51000213623047,76.94978332519531,736300,AWK,1.07574825286869,1.0557579931393752,1.0112839013274093,1.0126829906128405,0.06306526225584941,-0.032725693882191154,-0.07867546526925473
2017-10-05,82.61000061035156,82.93000030517578,82.27999877929688,82.91000366210938,77.32281494140625,666600,AWK,1.068749373449411,1.038426495650259,1.0240679295295363,1.0121464877707815,0.05660288567862937,-0.044373980032853755,-0.07385381924172285
2017-10-06,82.5999984741211,83.0199966430664,82.20999908447266,82.7699966430664,77.1922378540039,611000,AWK,1.0873506250061156,1.0285310723016137,1.0210413569590286,1.0081446760609294,0.07920594894518618,-0.06641215052542249,-0.07953170947673494
2017-10-09,82.95999908447266,83.54000091552734,82.87999725341797,83.20999908447266,77.60260772705078,622000,AWK,1.084484643360895,0.9758854347266768,1.0153990614390422,1.0143616235707735,0.07012301979012148,-0.12782999022597585,-0.08308308473765469
2017-10-10,83.38999938964844,84.08999633789062,83.2699966430664,84.06999969482422,78.40464782714844,712900,AWK,1.067236962536639,0.9825131798735268,1.0051323125211766,1.008797349947511,0.058439612589128,-0.11033749627041878,-0.08416500017277895
2017-10-11,83.91000366210938,84.70999908447266,83.87000274658203,84.44000244140625,78.74971771240234,725500,AWK,1.0557791635499063,0.9816580947487972,1.0080237297787622,1.0091988628593096,0.04658030069059671,-0.11957411299390919,-0.08007332041423143
2017-10-12,84.43000030517578,85.16999816894531,84.23999786376953,85.0999984741211,79.36522674560547,1138900,AWK,1.0567991010673432,0.9728642731081842,1.0060214991330498,1.0112728774332036,0.045526223634139606,-0.1258206527151684,-0.07001360183207961
