Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2019-05-10,42.0,45.0,41.060001373291016,41.56999969482422,41.56999969482422,186322500,UBER,1.0144334490865006,0.8169352738460793,0.6444551626701817,1.0003969532476458,0.014036495838854801,-0.16879919994247305,-0.4360757341741569
2019-05-13,38.790000915527344,39.2400016784668,36.08000183105469,37.09999847412109,37.09999847412109,79442400,UBER,1.1943397087792127,0.8954178594879341,0.72102428841498,1.0355430748618968,0.1587966339173159,-0.11744280177702282,-0.3900045923703832
2019-05-14,38.310001373291016,39.959999084472656,36.84999847412109,39.959999084472656,39.959999084472656,46661100,UBER,1.0818318451622364,0.8816316403752302,0.6769269233434848,1.0187411547323868,0.0630906904298496,-0.13708691020289798,-0.4227698789441031
2019-05-15,39.369998931884766,41.880001068115234,38.95000076293945,41.290000915527344,41.290000915527344,36086100,UBER,1.0603051055596648,0.8382174822702964,0.67885686764673,1.0149267974711538,0.045378308088511066,-0.18599422235625118,-0.4138435852721233
2019-05-16,41.47999954223633,44.060001373291016,41.25,43.0,43.0,38115500,UBER,1.0200000141942225,0.8206976957099382,0.6851162577784339,1.0155764066669875,0.0044236075272350295,-0.18742566578025077,-0.3932728209807018
2019-05-17,41.97999954223633,43.290000915527344,41.27000045776367,41.90999984741211,41.90999984741211,20225700,UBER,1.0703889471171548,0.8329754229184937,0.7053209156183683,1.0290497520456616,0.041339195071493195,-0.19299221080882523,-0.38612522488881684
2019-05-20,41.18999862670898,41.68000030517578,39.459999084472656,41.59000015258789,41.59000015258789,29222300,UBER,1.0545804387938291,0.8175042047429372,0.6999278793832903,1.0446379624017454,0.009942476392083677,-0.21614103173086396,-0.4113499470472829
2019-05-21,42.0,42.2400016784668,41.25,41.5,41.5,10802900,UBER,1.0602409638554218,0.8055421760283321,0.7115662816059158,1.0269267582642037,0.033314205591218116,-0.18979569545727093,-0.3903552182721133
2019-05-22,41.04999923706055,41.27999877929688,40.5,41.25,41.25,9089500,UBER,1.044606064305161,0.807515184807055,0.7149090853604403,1.0251883365565806,0.019417727748580305,-0.2014616070556876,-0.3979600276261208
2019-05-23,40.79999923706055,41.09000015258789,40.02000045776367,40.470001220703125,40.470001220703125,11119900,UBER,1.0647392847259036,0.8181368819285721,0.7314059671025495,1.0315939619299814,0.033145322795922194,-0.1981607218247412,-0.3908144863881591
