Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,95.75,96.5,95.16999816894533,95.5199966430664,87.70964050292969,263100,AIZ,1.053705903771638,1.0534192022844264,0.9599352938403196,1.0206479989635429,0.03305790480809523,-0.03684118643801959,-0.1293579051508833
2017-10-02,95.62000274658205,95.83000183105467,95.06999969482422,95.66000366210938,87.83818817138672,502200,AIZ,1.0575999031366543,1.0651245313284567,0.9713334179324176,1.012478214064533,0.04512168907212133,-0.02358302443294291,-0.11779746054451623
2017-10-03,95.48999786376952,95.86000061035156,94.44000244140624,95.6999969482422,87.87490844726562,470900,AIZ,1.04712665632917,1.047759668829669,0.9678603986476748,1.0113391723313174,0.035787483997852476,-0.04220370617523295,-0.11394024357289734
2017-10-04,95.56999969482422,95.9499969482422,94.9000015258789,95.29000091552734,87.49845123291016,617800,AIZ,1.0508973329518858,1.046040592410737,0.9825403229357524,1.0126829906128405,0.038214342339045304,-0.0424430946108294,-0.1074190436609116
2017-10-05,95.20999908447266,96.16000366210938,95.20999908447266,95.48999786376952,87.68209075927734,412800,AIZ,1.039585241615371,1.016255321762999,0.984616277492422,1.0121464877707815,0.027438753844589492,-0.06654515392011362,-0.11330547127883717
2017-10-06,95.8499984741211,96.16999816894533,95.29000091552734,96.04000091552734,88.18711853027344,341500,AIZ,1.031341147597402,1.003104976943232,0.977080788748927,1.0081446760609294,0.02319647153647253,-0.09183824588380407,-0.12349227768683657
2017-10-09,96.0,96.04000091552734,95.18000030517578,95.5999984741211,87.78309631347656,320200,AIZ,1.0290795005625806,1.0035138475840146,0.9804130157155811,1.0143616235707735,0.014717876991807044,-0.100201577368638,-0.11806913046111578
2017-10-10,95.6500015258789,95.88999938964844,95.05999755859376,95.81999969482422,87.98511505126953,327300,AIZ,1.0301608036845804,0.9854658858510188,0.98671818535368,1.008797349947511,0.021363453737069493,-0.1073847902929268,-0.10257912734027552
2017-10-11,95.41999816894533,95.54000091552734,92.9000015258789,95.31999969482422,87.5260009765625,510700,AIZ,1.0296894895908442,1.0003417825060354,0.9912569576841704,1.0091988628593096,0.020490626731534567,-0.10089042523667091,-0.0968400925088232
2017-10-12,95.2300033569336,96.45999908447266,95.2300033569336,95.9499969482422,88.10446166992188,535900,AIZ,1.0286608241684208,0.9881138147569438,0.9848540374166048,1.0112728774332036,0.017387946735217152,-0.11057111106640882,-0.09118106354852462
