Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,41.650001525878906,41.84999847412109,41.34999847412109,41.45000076293945,32.62457656860352,1168080,VER,0.9517493288676532,0.9404995967768808,0.8620601596967001,1.0206479989635429,-0.06889867009588968,-0.14976079194556524,-0.22723303929450278
2017-10-02,41.59999847412109,41.95000076293945,41.25,41.84999847412109,32.93941116333008,1098440,VER,0.940262903814754,0.9266457892991776,0.8302411420485939,1.012478214064533,-0.07221531024977901,-0.16206176646222203,-0.2588897364283399
2017-10-03,41.900001525878906,42.400001525878906,41.79999923706055,42.400001525878906,33.372310638427734,1911160,VER,0.9339619546586552,0.9074239819595716,0.817021573551404,1.0113391723313174,-0.07737721767266226,-0.1825393930453304,-0.2647790686691681
2017-10-04,42.400001525878906,42.70000076293945,42.04999923706055,42.650001525878906,33.56907653808594,2518060,VER,0.9284875155853478,0.8937522471764553,0.8304986333985307,1.0126829906128405,-0.0841954750274927,-0.1947314398451111,-0.25946073319813334
2017-10-05,42.79999923706055,42.84999847412109,41.650001525878906,41.75,32.86069869995117,3893060,VER,0.9652695799452884,0.915456799123776,0.8571097723709651,1.0121464877707815,-0.04687690782549314,-0.16734367655933668,-0.24081197640029406
2017-10-06,41.59999847412109,41.650001525878906,41.20000076293945,41.45000076293945,32.62457656860352,1914600,VER,0.9686371689983684,0.9220824670496496,0.8532891652889729,1.0081446760609294,-0.03950750706256101,-0.17286075577738658,-0.24728390114679066
2017-10-09,41.5,41.84999847412109,41.45000076293945,41.75,32.86069869995117,1071900,VER,0.9712576334404622,0.9044860048512724,0.8272540742155282,1.0143616235707735,-0.0431039901303113,-0.19922942010138023,-0.2712280719611687
2017-10-10,41.79999923706055,42.20000076293945,41.45000076293945,41.79999923706055,32.90005874633789,2446500,VER,0.9772726772042564,0.8936636484232864,0.8250218301168768,1.008797349947511,-0.031524672743254545,-0.19918702772065922,-0.2642754825770788
2017-10-11,41.79999923706055,42.0,41.45000076293945,41.79999923706055,32.90005874633789,2440100,VER,0.9820577367893734,0.9046216656098004,0.8188093342344813,1.0091988628593096,-0.02714112606993624,-0.19661054213290596,-0.2692877159585123
2017-10-12,41.79999923706055,42.0,41.54999923706055,41.900001525878906,32.9787712097168,1653120,VER,0.9821003293508862,0.8866724340375749,0.8218131082647488,1.0112728774332036,-0.029172548082317395,-0.21201249178577775,-0.2542219927003806
2017-10-13,42.0,42.650001525878906,41.84999847412109,42.04999923706055,33.096824645996094,2582920,VER,0.9667064847085116,0.8931918294484618,0.8225872260617461,1.0098252549340065,-0.04311877022549493,-0.21505766893881328,-0.25430337778187095
2017-10-16,42.20000076293945,42.34999847412109,41.20000076293945,41.29999923706055,32.50651931762695,2280440,VER,0.9685230893695852,0.9180375405934408,0.8488428353640469,1.0047827275420922,-0.03625963817250699,-0.19702422454826685,-0.23675116199615953
2017-10-17,41.29999923706055,41.5,40.79999923706055,41.09999847412109,32.34910202026367,2911520,VER,0.9744524932008652,0.9150756421811336,0.8681375258354154,1.016827126331923,-0.042374633131057826,-0.2059201279881827,-0.2188007604793849
2017-10-18,41.04999923706055,41.29999923706055,40.5,41.150001525878906,32.38846206665039,2803940,VER,0.9805587248059318,0.92014725736861,0.8582475280141514,1.016900814218988,-0.03634208941305617,-0.1964364667286964,-0.2177478164105039
2017-10-19,41.0,41.29999923706055,40.45000076293945,40.54999923706055,31.91620445251465,3388360,VER,0.98766954458369,0.9362726369953822,0.8722277033144064,1.0195478153138224,-0.031878270730132385,-0.1802782653438193,-0.2056058380034178
2017-10-20,40.70000076293945,40.70000076293945,40.0,40.29999923706055,31.719432830810547,3220240,VER,1.0086849654344003,0.931977993180806,0.8776385711755021,1.0187296628598663,-0.010044697425465987,-0.18494753259673857,-0.18783543804896197
2017-10-23,40.400001525878906,40.5,39.79999923706055,39.84999847412109,31.36524772644043,1576420,VER,1.0100376887653644,0.9080203665400726,0.8927623061021965,1.0231439317955078,-0.013106243030143405,-0.20621778642460953,-0.175694845763392
