Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,107.97000122070312,108.8499984741211,107.6500015258789,108.68000030517578,103.9540786743164,515300,KSU,0.9589621465506986,0.9878623627561004,1.0130992922151891,1.0206479989635429,-0.0616858524128443,-0.10239802596634562,-0.07619390677601379
2017-10-02,108.2699966430664,108.5,106.3000030517578,107.04000091552734,102.38540649414062,1316900,KSU,0.9852391902747124,1.0235264749408712,1.0403775449222272,1.012478214064533,-0.02723902378982057,-0.06518108082052843,-0.04875333355470657
2017-10-03,106.9000015258789,107.36000061035156,106.6500015258789,106.8000030517578,102.15583801269533,1289900,KSU,0.9901684644321744,1.0328727080450222,1.038096621525239,1.0113391723313174,-0.021170707899142993,-0.057090666959879854,-0.04370402069533319
2017-10-04,106.62000274658205,107.38999938964844,106.12999725341795,107.0199966430664,102.36626434326172,633400,KSU,0.9798168803961378,1.0357184514290487,1.052894643659542,1.0126829906128405,-0.032866110216702715,-0.05276523559251767,-0.03706472293712193
2017-10-05,106.70999908447266,107.72000122070312,106.4800033569336,107.41000366210938,102.73931121826172,699300,KSU,0.9867796870204444,0.9952454458914944,1.0430730997285285,1.0121464877707815,-0.02536680075033715,-0.08755502979161822,-0.05484864904273068
2017-10-06,106.5199966430664,107.33000183105467,103.20999908447266,103.73999786376952,99.22888946533205,2136700,KSU,1.0223638409245364,1.0411903495651933,1.0781303184060376,1.0081446760609294,0.01421916486360697,-0.05375287326184286,-0.022442748029726012
2017-10-09,103.75,104.33999633789062,103.69000244140624,104.16000366210938,99.63062286376952,533400,KSU,1.0151690222329262,1.063482781897397,1.065954374775295,1.0143616235707735,0.0008073986621526252,-0.040232643055255535,-0.03252777140140184
2017-10-10,105.97000122070312,105.98999786376952,104.05999755859376,104.79000091552734,100.23323059082033,695600,KSU,1.004389862206447,1.0628340273882095,1.0759734719058105,1.008797349947511,-0.004407487741063809,-0.030016648755736064,-0.01332384078814508
2017-10-11,104.68000030517578,105.86000061035156,104.5199966430664,104.88999938964844,100.32889556884766,905400,KSU,0.9991419213039026,1.0600031527776268,1.0690929772068474,1.0091988628593096,-0.01005694155540704,-0.04122905496507956,-0.01900407298614626
2017-10-12,104.9000015258789,105.9800033569336,104.9000015258789,105.45999908447266,100.87411499023438,1033500,KSU,0.9967759994651246,1.0608385925880432,1.0344861490577817,1.0112728774332036,-0.01449687796807897,-0.03784633323530939,-0.04154895190734775
2017-10-13,105.69000244140624,105.8499984741211,103.98999786376952,104.16999816894533,99.64020538330078,825600,KSU,1.0007679148939883,1.0595276844842982,1.0538682841807312,1.0098252549340065,-0.009057340040018236,-0.04872181390297681,-0.023022319662885815
2017-10-16,104.3499984741211,104.55999755859376,101.81999969482422,101.9000015258789,97.46891021728516,1364100,KSU,1.002649692437328,1.0925832329128262,1.0541286037394393,1.0047827275420922,-0.002133035104764147,-0.02247853222888141,-0.03146539362076717
2017-10-17,101.25,101.6999969482422,99.6999969482422,101.47000122070312,97.05762481689452,2083500,KSU,1.0202027475139208,1.1041349799163418,1.0839939387827118,1.016827126331923,0.0033756211819977455,-0.01686079025297449,-0.002944347532088498
2017-10-18,101.79000091552734,103.54000091552734,101.4800033569336,102.80999755859376,98.33934020996094,1805400,KSU,0.9986381974709092,1.0997964705318286,1.0441128438002492,1.016900814218988,-0.01826261674807872,-0.016787253565477833,-0.03188250062440612
2017-10-19,102.51000213623048,103.8000030517578,101.30999755859376,103.77999877929688,99.26715850830078,1453900,KSU,1.0000963789120787,1.0772383983116014,1.0307647789644956,1.0195478153138224,-0.019451436401743738,-0.039312504027600115,-0.047068762353328575
2017-10-20,106.12000274658205,107.27999877929688,104.43000030517578,105.19000244140624,100.61585235595705,1734600,KSU,0.9976232038393312,1.0826389542369868,1.0201062017280813,1.0187296628598663,-0.021106459020535095,-0.03428657154055781,-0.045367807496382806
2017-10-23,106.56999969482422,107.69000244140624,105.52999877929688,106.01000213623048,101.40018463134766,1304600,KSU,0.9994341166490164,1.0761575459578014,1.0109811917709528,1.0231439317955078,-0.023709815146491398,-0.03808060700688065,-0.057475960094635736
2017-10-24,106.27999877929688,106.76000213623048,103.58999633789062,104.11000061035156,99.58281707763672,1392600,KSU,1.022188130888758,1.081533840326147,1.0399711350736207,1.0231766620252993,-0.000988531136541404,-0.019259043520247543,-0.039409685224232494
