Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,242.94000244140625,244.27999877929688,241.509994506836,242.5399932861328,207.1629638671875,1731900,AVGO,1.0881092600874798,1.1206811085400268,1.0120305242124852,1.0206479989635429,0.06746126112393691,0.030420719817580766,-0.07726267477871773
2017-10-02,245.3099975585937,245.3099975585937,239.75,240.47000122070312,205.3948516845703,1943100,AVGO,1.078263503308172,1.1370260974178494,1.0169621961082873,1.012478214064533,0.06578528924363902,0.048318541656449776,-0.07216868236864649
2017-10-03,240.0800018310547,240.9499969482422,237.88999938964844,239.5,204.5663452148437,2561100,AVGO,1.08350735391744,1.1443631652203492,1.0531084268330344,1.0113391723313174,0.07216818158612259,0.054399790215447164,-0.028692215387537745
2017-10-04,238.77999877929688,242.3300018310547,237.509994506836,242.0,206.7017059326172,2327100,AVGO,1.1307025931533263,1.1168595825770131,1.052485002845405,1.0126829906128405,0.11801960254048582,0.02837589555544673,-0.03747436375125912
2017-10-05,243.2700042724609,245.7400054931641,242.3699951171875,243.6699981689453,208.1281280517578,2281100,AVGO,1.1389172269414294,1.0857814417057037,1.0552061839231048,1.0121464877707815,0.12677073917064785,0.002980966022591014,-0.04271556484815431
2017-10-06,240.3000030517578,245.75,240.3000030517578,245.7400054931641,209.89617919921875,1748900,AVGO,1.1040937335614267,1.0793799337528232,1.0373814423576575,1.0081446760609294,0.09594905750049731,-0.015563289074213005,-0.06319162407810608
2017-10-09,246.0,247.25,245.38999938964844,246.4199981689453,210.47702026367188,1655100,AVGO,1.1054295901455014,1.079628546750857,1.0066235449464258,1.0143616235707735,0.09106796657472782,-0.02408687820179556,-0.09185860123027112
2017-10-10,247.52999877929688,248.16000366210932,243.0399932861328,245.9900054931641,210.10972595214844,1534800,AVGO,1.079881328282552,1.0772597122489724,0.9845500474191584,1.008797349947511,0.07108397833504099,-0.015590963894973164,-0.10474726527479716
2017-10-11,245.2100067138672,251.1699981689453,245.13999938964844,250.3999938964844,213.87646484375,2660300,AVGO,1.0581468783317618,1.068578788819663,0.95224044219543,1.0091988628593096,0.0489480154724522,-0.03265341892304341,-0.1358566079975636
2017-10-12,250.4199981689453,251.27999877929688,248.27999877929688,248.7400054931641,212.4586181640625,2006700,AVGO,1.0654098971479395,1.0918572004773448,0.9378178396413364,1.0112728774332036,0.054137019714735946,-0.00682772534600784,-0.13821726132379308
2017-10-13,250.1499938964844,250.83999633789065,247.47000122070312,247.9600067138672,211.79237365722656,1525700,AVGO,1.0617034911680634,1.0814486285147182,0.9432806497106452,1.0098252549340065,0.05187823623405685,-0.02680086987255681,-0.13360995413297183
2017-10-16,248.5800018310547,249.47000122070312,245.6199951171875,246.6699981689453,210.6905212402344,1489900,AVGO,1.076742270717146,1.0696379600710146,0.954093674784437,1.0047827275420922,0.07195954317505371,-0.04542380507069299,-0.1315003225757695
2017-10-17,245.83999633789065,245.94000244140625,242.33999633789065,242.6199951171875,207.23129272460932,2696500,AVGO,1.1215480177982509,1.09077085746305,0.979954952135724,1.016827126331923,0.10472089146632779,-0.03022491270626637,-0.10698333417907624
2017-10-18,243.3300018310547,244.6100006103516,239.8000030517578,244.0,208.40997314453125,1990500,AVGO,1.114180652488484,1.0596836105311649,0.9603478632421062,1.016900814218988,0.09727983826949615,-0.05690011356614155,-0.11564748118254908
2017-10-19,240.82000732421875,244.3699951171875,238.3600006103516,244.2899932861328,208.65768432617188,2584400,AVGO,1.1252202808274323,1.0189912092428366,0.9632214932952284,1.0195478153138224,0.10567246551360987,-0.09755969309636492,-0.11461204802259572
2017-10-20,246.9600067138672,247.0,243.759994506836,244.2400054931641,208.614990234375,2354800,AVGO,1.1324519126680688,1.0336248532745378,0.9565605591425032,1.0187296628598663,0.11372224980820245,-0.08330067250300677,-0.10891345008196096
2017-10-23,245.17999267578125,245.6499938964844,242.7100067138672,244.2700042724609,208.6406097412109,2341800,AVGO,1.1273178551371486,1.0115744568442058,0.9418500247669376,1.0231439317955078,0.10417392334164077,-0.10266369612047632,-0.12660712709865096
2017-10-24,245.07000732421875,248.13999938964844,244.1100006103516,247.67999267578125,211.55322265625,2288700,AVGO,1.140100381179012,0.979398820803165,0.9506151459512858,1.0231766620252993,0.11692371915371269,-0.12139406304322953,-0.12876567434656738
