Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,657640000.0,587304000.0,538778000.0,510017000.0
Total Liab,1590602000.0,1518386000.0,1740500000.0,1305801000.0
Total Stockholder Equity,1202346000.0,1084313000.0,1013145000.0,832627000.0
Total Assets,2792948000.0,2602699000.0,2753645000.0,2138428000.0
Retained Earnings,544706000.0,497009000.0,474367000.0,322465000.0
Other Liab,9034000.0,9011000.0,11255000.0,16240000.0
Other Assets,75199000.0,78719000.0,67817000.0,68407000.0
Cash,476907000.0,471637000.0,437353000.0,434371000.0
Total Current Liabilities,1328573000.0,1263476000.0,1474683000.0,1012153000.0
Deferred Long Term Asset Charges,45124000.0,50168000.0,50168000.0,39928000.0
Property Plant Equipment,370483000.0,353831000.0,364006000.0,314034000.0
Total Current Assets,2347266000.0,2170149000.0,2310317000.0,1755987000.0
Net Tangible Assets,1202346000.0,1084313000.0,1001640000.0,832627000.0
Short Term Investments,228150000.0,208446000.0,186685000.0,122909000.0
Net Receivables,1527651000.0,1368668000.0,1584109000.0,1139860000.0
Accounts Payable,1222220000.0,1142258000.0,1348480000.0,919694000.0
Intangible Assets,,,11505000.0,
Treasury Stock,,,,145000.0
Other Stockholder Equity,,,,145000.0
Long Term Debt,,,,72000000.0
Investments,-20578000.0,-22145000.0,-64355000.0,5704000.0
Change To Liabilities,67068000.0,-200578000.0,433585000.0,262124000.0
Total Cashflows From Investing Activities,-27570000.0,-36327000.0,-82502000.0,-16226000.0
Total Cash From Financing Activities,22469000.0,-4459000.0,-82114000.0,-64208000.0
Change To Operating Activities,-20894000.0,-32765000.0,-25003000.0,20337000.0
Issuance Of Stock,36476000.0,12621000.0,28840000.0,12247000.0
Net Income,47697000.0,22642000.0,151902000.0,41247000.0
Change In Cash,5270000.0,34284000.0,2982000.0,8027000.0
Repurchase Of Stock,-12155000.0,-17080000.0,-38954000.0,-6455000.0
Total Cash From Operating Activities,10371000.0,75070000.0,167598000.0,88461000.0
Depreciation,11006000.0,10011000.0,2055000.0,7517000.0
Change To Account Receivables,-159045000.0,208847000.0,-439117000.0,-272514000.0
Other Cashflows From Financing Activities,-1852000.0,-1852000.0,-1852000.0,-1852000.0
Change To Netincome,64539000.0,66913000.0,38376000.0,29750000.0
Capital Expenditures,-5379000.0,-13120000.0,-16340000.0,-20001000.0
Net Borrowings,,,-72000000.0,-70000000.0
