Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,145.4499969482422,145.69000244140625,144.9199981689453,145.0800018310547,120.21781158447266,2654700,IBM,1.0618965730499266,1.125697864003535,1.0922096574458808,1.0206479989635429,0.041248574086383716,0.03543747528108909,0.002916458454677917
2017-10-02,145.35000610351562,146.8699951171875,145.2100067138672,146.66000366210938,121.5270538330078,2973200,IBM,1.0502520780920388,1.119010893103395,1.0992896260696197,1.012478214064533,0.03777386402750582,0.030303337341995418,0.010158747592685868
2017-10-03,146.69000244140625,147.1999969482422,146.33999633789062,146.77999877929688,121.62645721435548,2302700,IBM,1.0447611292635728,1.1248394866760218,1.0889409573798428,1.0113391723313174,0.03342195693225536,0.034876111671119814,0.007140315159270605
2017-10-04,147.0,147.02000427246094,146.11000061035156,146.47999572753906,121.37786865234376,2244400,IBM,1.03481712514237,1.1296252995114788,1.0993871486004358,1.0126829906128405,0.022134134529529392,0.04114161248991244,0.009427782003771812
2017-10-05,146.67999267578125,147.5399932861328,146.47999572753906,146.72000122070312,121.57675170898438,2686500,IBM,1.0280807248909154,1.1301870036023152,1.118582835047807,1.0121464877707815,0.015934237120133865,0.047386527919202504,0.020661086276547946
2017-10-06,146.63999938964844,146.85000610351562,146.32000732421875,146.47999572753906,121.37786865234376,2623200,IBM,1.0332468427153023,1.132177024169602,1.0360239709753576,1.0081446760609294,0.025102166654372926,0.03723380134256593,-0.06454909546040599
2017-10-09,146.5,147.7899932861328,146.35000610351562,147.38999938964844,122.1319351196289,2682600,IBM,1.0283602458933698,1.1179226586678712,1.022084726354077,1.0143616235707735,0.013998622322596299,0.014207233715218592,-0.07639741982261983
2017-10-10,147.7100067138672,148.9499969482422,147.64999389648438,148.5,123.0517120361328,4032600,IBM,1.0222376550921797,1.1143954286519244,0.9952137298174168,1.008797349947511,0.013440305144668763,0.021544752507978826,-0.09408358287653873
2017-10-11,148.39999389648438,148.47000122070312,147.27999877929688,147.6199951171875,122.32252502441406,3702200,IBM,1.0205317663043445,1.153879440840294,1.0077792396185432,1.0091988628593096,0.011332903445034903,0.052647233097587565,-0.08031781057445042
2017-10-12,147.55999755859375,147.88999938964844,146.77000427246094,147.02999877929688,121.8336410522461,3264300,IBM,1.0194061874588225,1.1617381424322746,1.0097418250722228,1.0112728774332036,0.0081333100256189,0.06305321660892194,-0.06629327589290668
