Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,95.4000015258789,95.81999969482422,95.01000213623048,95.54000091552734,85.5596923828125,1486500,STT,0.9629472788751684,1.035198600380936,1.041225183869426,1.0206479989635429,-0.05770072008837446,-0.0550617883415101,-0.04806801512177694
2017-10-02,95.7300033569336,96.73999786376952,95.33999633789062,96.33999633789062,86.27611541748047,1189900,STT,0.9575464502749864,1.0275407191284551,1.058333185213129,1.012478214064533,-0.05493176378954656,-0.06116683663294453,-0.03079769326380477
2017-10-03,96.06999969482422,97.06999969482422,96.02999877929688,96.98999786376952,86.85823059082031,1273000,STT,0.9538096013573326,1.0318372528982365,1.03782538677848,1.0113391723313174,-0.05752957097398481,-0.05812612210666557,-0.04397525544209224
2017-10-04,96.94000244140624,98.08000183105467,96.8499984741211,97.11000061035156,86.96568298339844,1242800,STT,0.9528370878040658,1.0486604427180977,1.044852223477524,1.0126829906128405,-0.059845902808774665,-0.03982324430346873,-0.0451071431191401
2017-10-05,97.38999938964844,99.12999725341795,97.13999938964844,98.9499969482422,88.61346435546875,1967900,STT,0.9326933077474632,1.0580865148642105,1.028888712484752,1.0121464877707815,-0.07945318002331836,-0.024713960818902203,-0.06903303628650703
2017-10-06,99.4000015258789,99.98999786376952,98.31999969482422,98.8000030517578,88.4791488647461,1529900,STT,0.9137650242874558,1.0752451100223943,1.0353507878106831,1.0081446760609294,-0.09437965177347363,-0.019698112804641843,-0.06522227862508045
2017-10-09,98.80999755859376,98.81999969482422,97.86000061035156,98.08999633789062,87.84329986572266,875700,STT,0.929044779927942,1.0979763669621758,1.0712245491213717,1.0143616235707735,-0.08531684364283154,-0.0057390579904768035,-0.027257597055325267
2017-10-10,98.3000030517578,99.1999969482422,98.0999984741211,99.16999816894533,88.81048583984375,1540900,STT,0.9152970885956768,1.0731577703081157,1.013588168549851,1.008797349947511,-0.09350026135183409,-0.019692905835829944,-0.07570914414410468
2017-10-11,99.1999969482422,99.41000366210938,98.4000015258789,99.29000091552734,88.91796875,1818600,STT,0.9129820734305673,1.0762097997572817,1.0391802211922858,1.0091988628593096,-0.09621678942874234,-0.025022407985424655,-0.04891682900070782
2017-10-12,99.3000030517578,99.88999938964844,98.5999984741211,98.62999725341795,88.32689666748047,1691500,STT,0.9205111467962456,1.0696653926952695,1.0338631599759631,1.0112728774332036,-0.09076173063695803,-0.02901953312808314,-0.04217194098916632
