Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,44.95000076293945,45.83000183105469,44.70000076293945,45.220001220703125,37.7146110534668,707700,LAZ,1.0513047936618427,1.2417336331717317,1.212134958836954,1.0206479989635429,0.03065679469829985,0.15147324444928567,0.12284175984575119
2017-10-02,45.220001220703125,45.290000915527344,44.47999954223633,45.02000045776367,37.547813415527344,718100,LAZ,1.052865233069733,1.2519554636859294,1.231402242461445,1.012478214064533,0.04038701900520003,0.1632479079245297,0.14227136398451123
2017-10-03,45.060001373291016,45.869998931884766,44.83000183105469,45.720001220703125,38.13162612915039,693200,LAZ,1.0251531190998138,1.2376418032974663,1.2022962837949709,1.0113391723313174,0.013813946768496344,0.14767842829256428,0.12049564157439874
2017-10-04,45.52999877929688,46.220001220703125,45.27999877929688,45.810001373291016,38.20669555664063,610100,LAZ,1.035250911173467,1.255910646292165,1.200843559323523,1.0126829906128405,0.022567920560626398,0.16742695927059859,0.1108841927268589
2017-10-05,46.0099983215332,46.0099983215332,45.59999847412109,45.959999084472656,38.331787109375,297700,LAZ,1.034067450018152,1.2414956021069123,1.2180029194558202,1.0121464877707815,0.02192096224737039,0.15869512642379968,0.12008117068456103
2017-10-06,46.0,46.0,45.18999862670898,45.43000030517578,37.88975524902344,375400,LAZ,1.030142847190033,1.2717458277674705,1.2120349089842994,1.0081446760609294,0.021998171129103516,0.17680260494043432,0.11146184254853586
2017-10-09,45.52999877929688,45.61000061035156,44.7400016784668,44.810001373291016,37.37266159057617,500100,LAZ,1.0680348787728184,1.2992474547614945,1.242985034529381,1.0143616235707735,0.05367325520204491,0.19553202980884188,0.144502888352684
2017-10-10,45.0099983215332,45.209999084472656,44.810001373291016,45.060001373291016,37.58116912841797,452100,LAZ,1.0782290082968606,1.255545908016888,1.2242987438282087,1.008797349947511,0.06943165834934972,0.16269523187294244,0.1350014311342531
2017-10-11,44.79999923706055,44.97999954223633,44.68000030517578,44.810001373291016,37.37266159057617,927500,LAZ,1.0646582394093551,1.2801112256697678,1.230664450074048,1.0091988628593096,0.055459376550045514,0.1788790179270614,0.14256739988105438
2017-10-12,44.90999984741211,45.290000915527344,44.77999877929688,44.959999084472656,37.49776458740234,294000,LAZ,1.0700812853630803,1.2684356998006272,1.206865053601218,1.0112728774332036,0.05880840792987674,0.16975077397727456,0.13082995263608854
2017-10-13,44.90999984741211,45.810001373291016,44.77999877929688,45.36000061035156,37.83137893676758,406600,LAZ,1.0341787643352218,1.289276211021401,1.1918591701001555,1.0098252549340065,0.02435350940121528,0.18102671263412606,0.1149685662565385
2017-10-16,45.5,46.0,45.43000030517578,45.900001525878906,38.28174591064453,809900,LAZ,1.009264468632322,1.2952081296778484,1.216417696279046,1.0047827275420922,0.004481741090229807,0.18014636453614075,0.1308236989188396
2017-10-17,45.970001220703125,46.11000061035156,45.52999877929688,45.59999847412109,38.03153991699219,341400,LAZ,1.0176742823784772,1.301074150379047,1.2221359834860288,1.016827126331923,0.000847156046554165,0.18007838020973077,0.13519769717122854
2017-10-18,45.79999923706055,46.0,45.72999954223633,45.9900016784668,38.356815338134766,201000,LAZ,1.0112376826316118,1.2933313137760496,1.2326101349088798,1.016900814218988,-0.00566313158737608,0.17674758967874316,0.15661479048422455
2017-10-19,45.56999969482422,45.91999816894531,45.41999816894531,45.7400016784668,38.14830780029297,383000,LAZ,1.0390409335673252,1.309884054058108,1.2539223127190549,1.0195478153138224,0.01949311825350275,0.19333315171890653,0.1760887714012307
