Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,168.27000427246094,169.3000030517578,167.80999755859375,168.02999877929688,150.29246520996094,755300,CMI,1.052669218860078,1.088699330640626,0.9578073838169738,1.0206479989635429,0.03202121989653506,-0.0015610580818199438,-0.13148581517422908
2017-10-02,168.4499969482422,169.36000061035156,167.39999389648438,169.3300018310547,151.45521545410156,953100,CMI,1.0206697334987345,1.0786176869520134,0.9679840423447292,1.012478214064533,0.008191519434201489,-0.010089868809386227,-0.12114683613220456
2017-10-03,169.3699951171875,170.8699951171875,169.35000610351562,170.82000732421875,152.7879638671875,1027600,CMI,1.0144594407812475,1.0730977542246607,0.9630990844804292,1.0113391723313174,0.003120268449930075,-0.01686562078024134,-0.1187015577401429
2017-10-04,171.0,172.72000122070312,170.8300018310547,171.75,153.61978149414062,1170100,CMI,1.0076856251910828,1.0663496041668612,0.9831302831471888,1.0126829906128405,-0.00499736542175766,-0.022134082854705195,-0.10682908344947528
2017-10-05,171.4600067138672,172.16000366210938,170.8000030517578,171.7100067138672,153.58399963378906,740600,CMI,1.0051249438540266,1.058391613706562,0.9880793193950572,1.0121464877707815,-0.007021543916754913,-0.024408861976550567,-0.10984242937620192
2017-10-06,171.6199951171875,172.50999450683594,170.9199981689453,172.11000061035156,153.94178771972656,903000,CMI,0.9985473888732664,1.0754640153383048,1.0055608590537024,1.0081446760609294,-0.00959728718766295,-0.01947920748873133,-0.09501220738206118
2017-10-09,172.52000427246094,172.74000549316406,171.3699951171875,171.74000549316406,153.61085510253906,688700,CMI,0.99790355477841,1.079422245325116,0.9999996026637816,1.0143616235707735,-0.016458068792363556,-0.02429317962753652,-0.0984825435129153
2017-10-10,172.8000030517578,173.14999389648438,171.3699951171875,172.9600067138672,154.70204162597656,819200,CMI,0.9710918313491088,1.0623229961908764,0.9885531988637828,1.008797349947511,-0.0377055185984021,-0.030527679953069153,-0.10074411383017279
2017-10-11,172.9600067138672,172.9600067138672,171.6999969482422,172.3300018310547,154.13856506347656,672000,CMI,0.9803862249885538,1.0728648113546089,0.993636667367874,1.0091988628593096,-0.02881263787075583,-0.028367396388097488,-0.0944603828251196
2017-10-12,171.0,172.75999450683594,170.9499969482422,171.91000366210938,153.76292419433594,619300,CMI,0.9842354977028396,1.0756613546065812,0.9507454941730218,1.0112728774332036,-0.02703737973036402,-0.023023571216771455,-0.12528960679210766
2017-10-13,172.85000610351562,174.1699981689453,172.3800048828125,172.6199951171875,154.39794921875,709800,CMI,0.979724021764224,1.102490417669438,0.951588970990522,1.0098252549340065,-0.030101233169782526,-0.005759080717837151,-0.12530163285309504
2017-10-16,173.41000366210938,174.36000061035156,172.58999633789062,174.1300048828125,155.74855041503906,966600,CMI,0.9581345875929754,1.0958201109674537,0.942464473632518,1.0047827275420922,-0.04664813994911676,-0.01924165417425394,-0.1431295237276885
2017-10-17,174.10000610351562,175.32000732421875,173.88999938964844,174.72000122070312,156.2762451171875,684100,CMI,0.9627916014107004,1.0854950145092817,0.9324980569669938,1.016827126331923,-0.054035524921222655,-0.03550075566003463,-0.15444022934780643
2017-10-18,174.72000122070312,175.7100067138672,173.75999450683594,175.02000427246094,156.54461669921875,798200,CMI,0.916744287236527,1.08317432325845,0.9253423330306488,1.016900814218988,-0.10015652698246091,-0.03340940083885635,-0.15065301139400644
2017-10-19,175.10000610351562,175.42999267578125,173.5500030517578,175.30999755859375,156.80398559570312,947500,CMI,0.9174670353335138,1.0874109821175042,0.8857867798020028,1.0195478153138224,-0.10208077998030862,-0.029139920221697313,-0.19204676151582134
