Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,55.54999923706055,56.25,55.459999084472656,55.970001220703125,52.73366928100586,852900,BC,0.9049489594587312,1.000123410216355,1.0638030818554791,1.0206479989635429,-0.11569903950481164,-0.09013697850609104,-0.0254901171357238
2017-10-02,56.11000061035156,57.459999084472656,55.959999084472656,57.43999862670898,54.11865997314453,1104000,BC,0.8958912888681247,0.9918279435890142,1.044642367505418,1.012478214064533,-0.11658692519640823,-0.0968796121723855,-0.04448851097151585
2017-10-03,57.720001220703125,57.83000183105469,56.84000015258789,57.59999847412109,54.2694091796875,653000,BC,0.8718749648540741,0.9923835264016196,1.0520548417027498,1.0113391723313174,-0.1394642074772433,-0.0975798486032824,-0.029745800517822385
2017-10-04,57.61000061035156,57.90999984741211,57.47999954223633,57.650001525878906,54.3165168762207,525200,BC,0.8943625595198005,0.9784651727479712,1.0565571455750782,1.0126829906128405,-0.11832043109304002,-0.11001851427359521,-0.033402221021585854
2017-10-05,57.81999969482422,57.81999969482422,57.27999877929688,57.4900016784668,54.16576766967773,510800,BC,0.898069198254469,0.9687926057404096,1.0798151674551957,1.0121464877707815,-0.11407728951631257,-0.11400786994270307,-0.018106581316063464
2017-10-06,57.25,57.619998931884766,56.90999984741211,57.58000183105469,54.25057220458984,656100,BC,0.8608890562728362,0.9948200121759636,1.0714819615592266,1.0081446760609294,-0.1472556197880932,-0.10012321065107255,-0.02909110487653699
2017-10-09,57.77999877929688,57.790000915527344,57.060001373291016,57.27000045776367,53.958492279052734,953100,BC,0.8692159256042552,1.0100193744810406,1.0461609647862355,1.0143616235707735,-0.14514569796651833,-0.093696050471612,-0.05232118139046138
2017-10-10,57.4900016784668,57.66999816894531,57.04999923706055,57.540000915527344,54.21287155151367,445300,BC,0.8488010375201799,0.9942905710899542,1.0386268830507857,1.008797349947511,-0.15999631242733103,-0.09856010505399138,-0.05067042964316992
2017-10-11,57.54999923706055,58.2400016784668,57.18999862670898,58.09000015258789,54.731075286865234,644600,BC,0.840247896782579,1.0050924127629053,1.0225527608686242,1.0091988628593096,-0.16895096607673055,-0.09613979497980107,-0.0655442893243694
2017-10-12,57.79999923706055,58.18999862670898,57.560001373291016,57.709999084472656,54.373043060302734,673700,BC,0.8463006488130305,1.005797285689961,1.0034622210706976,1.0112728774332036,-0.16497222862017313,-0.09288764013339157,-0.07257287989443184
