,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,47439000.0,51547000.0,50775000.0,54170000.0
1,Total Liab,50698828000.0,49587206000.0,45728412000.0,44592459000.0
2,Total Stockholder Equity,4136553000.0,3981463000.0,3889331000.0,3734477000.0
3,Total Assets,55175318000.0,53908606000.0,49957680000.0,48666873000.0
4,Common Stock,9816000.0,9816000.0,9816000.0,9816000.0
5,Other Current Assets,240811000.0,277356000.0,270531000.0,272042000.0
6,Retained Earnings,4148857000.0,4005318000.0,3867252000.0,3738417000.0
7,Other Liab,305481000.0,279337000.0,338810000.0,325819000.0
8,Good Will,350298000.0,350298000.0,350298000.0,350298000.0
9,Treasury Stock,-22120000.0,-33671000.0,12263000.0,-13756000.0
10,Other Assets,33809062000.0,33440930000.0,33062666000.0,33035498000.0
11,Cash,395364000.0,410495000.0,362048000.0,352419000.0
12,Total Current Liabilities,49103200000.0,48011702000.0,44088120000.0,42944495000.0
13,Other Stockholder Equity,-22120000.0,-33671000.0,12263000.0,-13756000.0
14,Property Plant Equipment,1302950000.0,1304204000.0,1319331000.0,1325218000.0
15,Total Current Assets,679860000.0,736363000.0,683469000.0,677250000.0
16,Long Term Investments,18985709000.0,18025264000.0,14491141000.0,13224439000.0
17,Net Tangible Assets,3760801000.0,3602363000.0,3509366000.0,3348154000.0
18,Long Term Debt,1218969000.0,1224411000.0,1241855000.0,1245313000.0
19,Inventory,43685000.0,48512000.0,50890000.0,52789000.0
20,Accounts Payable,48410596000.0,47330997000.0,43431609000.0,42250606000.0
0,Investments,-880650000.0,-3548337000.0,-1292557000.0,-398547000.0
1,Change To Liabilities,0.0,0.0,0.0,0.0
2,Total Cashflows From Investing Activities,-384340000.0,-3968346000.0,-1230773000.0,-811611000.0
3,Net Borrowings,5925000.0,21245000.0,-56392000.0,-53227000.0
4,Total Cash From Financing Activities,1072140000.0,3911917000.0,1116645000.0,659329000.0
5,Change To Operating Activities,14619000.0,-26790000.0,-11415000.0,12676000.0
6,Net Income,152788000.0,147316000.0,138084000.0,142684000.0
7,Change In Cash,-15131000.0,48447000.0,9629000.0,-36814000.0
8,Total Cash From Operating Activities,-702931000.0,104876000.0,123757000.0,115468000.0
9,Depreciation,31614000.0,33659000.0,41684000.0,33488000.0
10,Other Cashflows From Investing Activities,-6044000.0,-24112000.0,-24112000.0,-24112000.0
11,Other Cashflows From Financing Activities,1066215000.0,3899921000.0,1181600000.0,772030000.0
12,Change To Netincome,-85144000.0,-73684000.0,-83623000.0,-46139000.0
13,Capital Expenditures,-27738000.0,-23544000.0,-34894000.0,-35769000.0
14,Dividends Paid,,-9249000.0,-8563000.0,-8642000.0
15,Repurchase Of Stock,,,,-50832000.0
