Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,63.290000915527344,63.59999847412109,61.58000183105469,62.29999923706055,62.29999923706055,612100,SAGE,1.0157303299235574,2.6715891569769985,2.680898977814198,1.0206479989635429,-0.004917669039985473,1.5813287682545525,1.5916057788229951
2017-10-02,62.70000076293945,64.7699966430664,62.0,63.310001373291016,63.310001373291016,537500,SAGE,0.9766229740936208,2.673353282715337,2.6738271222137757,1.012478214064533,-0.03585523997091222,1.5846457269539374,1.584696243736842
2017-10-03,63.2599983215332,64.38999938964844,62.2599983215332,64.33000183105469,64.33000183105469,453400,SAGE,0.9724856146839216,2.5277474892259857,2.6516399343347885,1.0113391723313174,-0.03885355764739584,1.4377841142210837,1.5698392921142164
2017-10-04,63.54999923706055,65.37999725341797,63.38999938964844,64.69000244140625,64.69000244140625,333100,SAGE,1.0678620996130697,2.6435305001221834,2.5189363239835414,1.0126829906128405,0.055179109000229154,1.555046813100617,1.4289769573868774
2017-10-05,65.11000061035156,65.30000305175781,62.84000015258789,63.68999862670898,63.68999862670898,463600,SAGE,1.0282618821773015,2.7848955713873385,2.650651765808369,1.0121464877707815,0.01611539440651999,1.7020950957042258,1.5527300170371099
2017-10-06,63.4900016784668,64.5999984741211,62.459999084472656,64.0999984741211,64.0999984741211,489600,SAGE,0.994695785324782,2.7238691148176293,2.6901717089903667,1.0081446760609294,-0.013448890736147412,1.6289258919905931,1.5895986425546031
2017-10-09,63.900001525878906,64.73999786376953,63.15999984741211,64.04000091552734,64.04000091552734,222900,SAGE,0.9784509517741022,2.7460961601534266,2.649437784873713,1.0143616235707735,-0.03591067179667129,1.642380735200774,1.550955638697016
2017-10-10,64.56999969482422,64.56999969482422,62.27000045776367,62.470001220703125,62.470001220703125,431500,SAGE,1.5471426226553078,2.694893593946704,2.3692971284556994,1.008797349947511,0.5383452727077969,1.6020429178027582,1.2799998157617438
2017-10-11,62.59999847412109,63.959999084472656,62.18000030517578,62.68000030517578,62.68000030517578,364600,SAGE,1.5322271928514473,2.6879386551889803,2.3211551497256497,1.0091988628593096,0.5230283299921377,1.586706447446274,1.233058099532656
2017-10-12,62.650001525878906,63.1150016784668,61.7400016784668,62.060001373291016,62.060001373291016,419900,SAGE,1.52513695506642,2.686271399046645,2.2750563860311277,1.0112728774332036,0.5138640776332164,1.5875864732232925,1.1990212850659983
