Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,72.5,73.01000213623047,72.23999786376953,72.33999633789062,62.255008697509766,1143300,PCAR,0.9915678382124952,1.05605107226649,0.9492348455496664,1.0206479989635429,-0.02908016075104769,-0.03420931645595604,-0.1400583534415365
2017-10-02,72.23999786376953,72.9800033569336,72.16999816894531,72.91999816894531,62.754173278808594,969300,PCAR,0.9733955477692952,1.051149652019406,0.957840277241662,1.012478214064533,-0.03908266629523782,-0.03755790374199375,-0.1312906012352718
2017-10-03,73.25,74.19000244140625,72.93000030517578,73.76000213623047,63.47705459594727,1786300,PCAR,0.975596403128846,1.0358583157618548,0.9426270673742972,1.0113391723313174,-0.035742769202471436,-0.054105059243047204,-0.1391735748462749
2017-10-04,74.25,74.66000366210938,73.52999877929688,74.36000061035156,63.993408203125,2111000,PCAR,0.9591177317762678,1.0270885711342643,0.957752465978933,1.0126829906128405,-0.053565258836572704,-0.061395115887302065,-0.132206900617731
2017-10-05,74.69999694824219,74.79000091552734,73.68000030517578,74.7300033569336,64.31181335449219,1664600,PCAR,0.9448684722826254,1.012169674088953,0.956026695840478,1.0121464877707815,-0.06727801548815615,-0.07063080159415969,-0.1418950529307812
2017-10-06,74.12000274658203,74.20999908447266,72.91999816894531,73.27999877929688,63.06395721435547,3993700,PCAR,0.961790576462218,1.052532573813027,0.9908803848670668,1.0081446760609294,-0.046354099598711396,-0.04241064901400926,-0.10969268156869683
2017-10-09,73.5,73.7300033569336,72.86000061035156,73.30000305175781,63.0811767578125,2041700,PCAR,0.9620737391173096,1.0638019800255825,0.9732800801531076,1.0143616235707735,-0.052287884453463884,-0.03991344492707016,-0.1252020660235893
2017-10-10,73.55999755859375,73.58999633789062,73.06999969482422,73.41999816894531,63.1844482421875,1655900,PCAR,0.9455188733923612,1.056085746521975,0.9652705865647104,1.008797349947511,-0.06327847655514973,-0.03676492962197053,-0.12402672612924515
2017-10-11,72.87999725341797,73.31999969482422,72.62000274658203,72.86000061035156,62.70252990722656,1866600,PCAR,0.955119129344777,1.0721874647900005,0.9759236609492724,1.0091988628593096,-0.054079733514532546,-0.02904474295270587,-0.11217338924372122
2017-10-12,72.55999755859375,73.25,72.33999633789062,72.93000030517578,62.76277923583984,2732000,PCAR,0.9539272319762018,1.0691986804017242,0.9119166084296702,1.0112728774332036,-0.057345645457001826,-0.029486245421628476,-0.1641184925354593
2017-10-13,73.0199966430664,73.16999816894531,72.56999969482422,72.69000244140625,62.55622482299805,2620700,PCAR,0.9481027169223194,1.0883151442315169,0.9146458151446888,1.0098252549340065,-0.061722538011687145,-0.01993435415575817,-0.16224478869892822
2017-10-16,72.9000015258789,72.91999816894531,72.41999816894531,72.70999908447266,62.57344436645508,3034200,PCAR,0.9412165379635368,1.089840167678935,0.9053770005254448,1.0047827275420922,-0.06356618957855542,-0.025221597462772527,-0.18021699683476167
2017-10-17,72.69999694824219,73.0,72.4800033569336,72.69999694824219,62.564823150634766,1918900,PCAR,0.9621910088005036,1.086059118493618,0.9076153498754618,1.016827126331923,-0.054636117531419504,-0.03493665167569837,-0.1793229364393385
2017-10-18,72.66999816894531,72.8499984741211,72.48999786376953,72.5999984741211,62.478763580322266,2842500,PCAR,0.9219071201744392,1.1006293459209435,0.8984237380950912,1.016900814218988,-0.09499369404454872,-0.015954378176362916,-0.17757160632956404
2017-10-19,72.48999786376953,73.80000305175781,72.25,73.7699966430664,63.48566055297852,2678100,PCAR,0.9210262231044408,1.068369467477167,0.8829247731019322,1.0195478153138224,-0.09852159220938161,-0.04818143486203441,-0.19490876821589198
2017-10-20,74.16999816894531,75.12999725341797,73.9000015258789,74.91999816894531,64.475341796875,2191700,PCAR,0.906754383432226,1.072268413160615,0.8500921557341977,1.0187296628598663,-0.1119752794276403,-0.044657112616929506,-0.2153818534902664
2017-10-23,75.0,75.68000030517578,74.54000091552734,74.6500015258789,64.24298095703125,2596200,PCAR,0.9124541473763416,1.080111932180395,0.8596167475965673,1.0231439317955078,-0.11068978441916622,-0.034126220784287176,-0.20884040426902128
2017-10-24,73.80000305175781,74.19999694824219,68.86000061035156,70.37999725341797,60.56826400756836,7505300,PCAR,0.954551652525472,1.0983671531862451,0.928654802956138,1.0231766620252993,-0.0686250094998273,-0.0024257306601493944,-0.1507260173417152
2017-10-25,69.9000015258789,70.88999938964844,69.43000030517578,70.2300033569336,60.439186096191406,3705600,PCAR,0.9560188010808034,1.0835638235091771,0.9408489898553184,1.028738706809164,-0.07271990572836062,-0.024649998045388477,-0.15297227242998612
2017-10-26,70.79000091552734,72.37000274658203,70.4800033569336,72.08000183105469,62.03125762939453,3563600,PCAR,0.9541772086821562,1.0580191206978216,0.9131483670069016,1.0357335667629224,-0.08155635808076622,-0.04634940998961978,-0.1778736673139596
